Date Collected,Station Name,Total Snow Depth (in),Ave Snow Depth (in),Ave Water Content (in),Ave Density (percent),Method,Precip Reading       (in)
28-Dec-84,Arbab's Forest,28.5,5.7,1.6,28,BS,
16-Jan-85,Arbab's Forest,58,11.6,2.6,22,BS,
29-Jan-85,Arbab's Forest,95.5,19.1,4,21,TS,
12-Feb-85,Arbab's Forest,108,21.6,5.7,26,TS,
27-Feb-85,Arbab's Forest,71.5,14.3,4.4,31,TS,
13-Mar-85,Arbab's Forest,14,2.8,0.8,29,BS,
26-Mar-85,Arbab's Forest,0,0,0,0,NSM,
27-Dec-84,Bowl Canyon,94,18.8,4,21,TS,
10-Jan-85,Bowl Canyon,133,26.6,4.2,16,TS,
30-Jan-85,Bowl Canyon,174,34.8,7.6,22,TS,
08-Feb-85,Bowl Canyon,188.5,37.7,8.6,23,TS,
27-Feb-85,Bowl Canyon,176,35.2,10.1,29,TS,
13-Mar-85,Bowl Canyon,171,34.2,10.2,30,TS,
28-Mar-85,Bowl Canyon,150,30,10.3,34,TS,
05-Apr-85,Bowl Canyon,140,28,11.2,40,TS,
28-Dec-84,Fluted Rock,34,6.8,2,29,BS,
16-Jan-85,Fluted Rock,70,14,3.2,23,TS,
29-Jan-85,Fluted Rock,96,19.2,4.7,24,TS,
12-Feb-85,Fluted Rock,116,23.2,6.1,26,TS,
27-Feb-85,Fluted Rock,85,17,5.5,32,TS,
13-Mar-85,Fluted Rock,34,6.8,2,29,BS,
26-Mar-85,Fluted Rock,0,0,0,0,NSM,
26-Dec-84,Tsaile I,72,14.4,4.2,29,TS,
14-Jan-85,Tsaile I,126.5,25.3,6,24,TS,6.08
25-Jan-85,Tsaile I,127,25.4,6,24,TS,7
13-Feb-85,Tsaile I,180.5,36.1,9.9,27,TS,9.2
25-Feb-85,Tsaile I,151.5,30.3,9.2,30,TS,9.3
12-Mar-85,Tsaile I,98,19.6,6.3,32,TS,10.6
25-Mar-85,Tsaile I,70.5,14.1,5.6,40,TS,12
09-Apr-85,Tsaile I,0,0,0,0,NSM,13
25-Apr-85,Tsaile I,,,,,NSM,15
26-Dec-84,Tsaile II,106.5,21.3,5.8,27,TS,
14-Jan-85,Tsaile II,168.5,33.7,7.4,22,TS,
25-Jan-85,Tsaile II,167,33.4,8.8,26,TS,
13-Feb-85,Tsaile II,241,48.2,14.8,31,TS,
25-Feb-85,Tsaile II,215,43,14.7,34,TS,
12-Mar-85,Tsaile II,167.5,33.5,12.6,38,TS,
25-Mar-85,Tsaile II,160,32,13.7,43,TS,
10-Apr-85,Tsaile II,97,19.4,9.4,48,TS,
27-Dec-84,Wheatfields,,,,,NM,
17-Jan-85,Wheatfields,143,28.6,6.6,23,TS,7.35
30-Jan-85,Wheatfields,,,,,NST,
11-Feb-85,Wheatfields,214.5,42.9,10.8,25,TS,10
26-Feb-85,Wheatfields,194.5,38.9,11.1,29,TS,10.9
14-Mar-85,Wheatfields,167,33.4,10.9,33,TS,12.4
27-Mar-85,Wheatfields,150,30,11.3,38,TS,13.2
27-Dec-84,Whiskey Creek,83,16.6,4.4,27,TS,5.2
15-Jan-85,Whiskey Creek,136.5,27.3,7.2,26,TS,6.8
01-Feb-85,Whiskey Creek,,,,,NST,
11-Feb-85,Whiskey Creek,203,40.6,10.9,27,TS,8.6
26-Feb-85,Whiskey Creek,182,36.4,11.1,30,TS,8.9
13-Mar-85,Whiskey Creek,174,34.8,10.9,31,TS,11.2
27-Mar-85,Whiskey Creek,159.5,31.9,11.4,36,TS,
27-Dec-85,Arbab's Forest,0,0,0,0,NSM,
13-Jan-86,Arbab's Forest,0,0,0,0,NSM,
29-Jan-86,Arbab's Forest,0,0,0,0,NSM,
14-Feb-86,Arbab's Forest,16,3.2,0.8,25,BS,
27-Feb-86,Arbab's Forest,0,0,0,0,NSM,
14-Mar-86,Arbab's Forest,9.5,1.9,0.4,21,BS,
30-Mar-86,Arbab's Forest,0,0,0,0,NSM,
20-Dec-85,Beaver Spring,122.5,24.5,9.4,38,TS,13.2
02-Jan-86,Beaver Spring,,,,,NST,
13-Jan-86,Beaver Spring,125.5,25.1,10,40,TS,13.95
29-Jan-86,Beaver Spring,120,24,7.6,32,TS,14.2
13-Feb-86,Beaver Spring,176,35.2,11.2,32,TS,15.97
27-Feb-86,Beaver Spring,148,29.6,10,34,TS,16.8
14-Mar-86,Beaver Spring,,,,,NM,
27-Mar-86,Beaver Spring,134.5,26.9,10,37,TS,17.5
16-Dec-85,Bowl Canyon,85,17,5,29,TS,9.2
02-Jan-86,Bowl Canyon,92,18.4,5.5,30,TS,9.6
14-Jan-86,Bowl Canyon,96.5,19.3,5.2,27,TS,9.88
28-Jan-86,Bowl Canyon,94.5,18.9,4.8,25,TS,9.77
14-Feb-86,Bowl Canyon,118,23.6,6.1,26,TS,11
28-Feb-86,Bowl Canyon,89,17.8,5.3,30,TS,11.93
13-Mar-86,Bowl Canyon,90,18,5,28,TS,13.39
28-Mar-86,Bowl Canyon,62,12.4,4.9,40,TS,14.78
27-Dec-85,Fluted Rock,20.5,4.1,1.1,27,BS,
02-Jan-86,Fluted Rock,,,,,NST,
13-Jan-86,Fluted Rock,9,1.8,0.7,39,BS,
29-Jan-86,Fluted Rock,0,0,0,0,NSM,
14-Feb-86,Fluted Rock,13,2.6,0.6,23,BS,
27-Feb-86,Fluted Rock,0,0,0,0,NSM,
14-Mar-86,Fluted Rock,19.5,3.9,0.8,21,BS,
30-Mar-86,Fluted Rock,0,0,0,0,NSM,
23-Dec-85,Tsaile I,76.5,15.3,6.4,42,TS,10.18
02-Jan-86,Tsaile I,,,,,NST,
13-Jan-86,Tsaile I,75,15,7.2,48,TS,10.52
30-Jan-86,Tsaile I,66,13.2,4.7,36,TS,
13-Feb-86,Tsaile I,100,20,6.6,33,TS,12.25
27-Feb-86,Tsaile I,63,12.6,5.5,44,TS,13.5
13-Mar-86,Tsaile I,64,12.8,3.7,29,TS,15.23
27-Mar-86,Tsaile I,43,8.6,3.3,38,TS,16.91
23-Dec-85,Tsaile III,105,21,8.4,40,TS,
02-Jan-86,Tsaile III,,,,,NST,
13-Jan-86,Tsaile III,107,21.4,8.8,41,TS,
30-Jan-86,Tsaile III,96,19.2,6,31,TS,
13-Feb-86,Tsaile III,151,30.2,9.9,33,TS,
27-Feb-86,Tsaile III,122,24.4,8,33,TS,
13-Mar-86,Tsaile III,122,24.4,8,33,TS,
27-Mar-86,Tsaile III,97,19.4,7.2,37,TS,
18-Dec-85,Wheatfields,105.5,21.1,4.6,22,TS,9.17
02-Jan-86,Wheatfields,109.5,21.9,5.2,24,TS,9.42
14-Jan-86,Wheatfields,107,21.4,7.6,36,TS,9.55
29-Jan-86,Wheatfields,108,21.6,5.8,27,TS,12.45
13-Feb-86,Wheatfields,153,30.6,7.4,24,TS,13.7
27-Feb-86,Wheatfields,107,21.4,8,37,TS,12.23
28-Feb-86,Wheatfields,83,16.6,6.1,37,TS,14.8
13-Mar-86,Wheatfields,118,23.6,6.7,28,TS,13.55
28-Mar-86,Wheatfields,83,16.6,6.1,37,TS,14.8
18-Dec-85,Whiskey Creek,84,16.8,3.4,20,TS,8.2
02-Jan-86,Whiskey Creek,83.5,16.7,4.9,29,TS,12.6
14-Jan-86,Whiskey Creek,83,16.6,4.6,28,TS,13.65
29-Jan-86,Whiskey Creek,80.5,16.1,4.5,28,TS,12.55
13-Feb-86,Whiskey Creek,115.5,23.1,5.7,25,TS,14.5
27-Feb-86,Whiskey Creek,86,17.2,6.4,37,TS,9.85
13-Mar-86,Whiskey Creek,108,21.6,6,28,TS,11.5
28-Mar-86,Whiskey Creek,76,15.2,5.7,38,TS,12.35
30-Dec-86,Arbab's Forest,,,,,NM,
15-Jan-87,Arbab's Forest,34,6.8,1.7,25,BS,
29-Jan-87,Arbab's Forest,38,7.6,2.05,27,BS,
12-Feb-87,Arbab's Forest,21.5,4.3,1.5,35,BS,
26-Feb-87,Arbab's Forest,,,,,NST,
11-Mar-87,Arbab's Forest,19,3.8,1.54,41,BS,
25-Mar-87,Arbab's Forest,11.5,2.3,0.65,28,BS,
30-Dec-86,Beaver Spring,,,,,NM,
15-Jan-87,Beaver Spring,83,16.6,3.5,21,TS,9.77
29-Jan-87,Beaver Spring,92.5,18.5,4.3,23,TS,10.17
12-Feb-87,Beaver Spring,86.5,17.3,4.3,25,TS,10.65
26-Feb-87,Beaver Spring,,,,,NM,
11-Mar-87,Beaver Spring,129,25.8,8.1,31,TS,13.8
25-Mar-87,Beaver Spring,168.5,33.7,9.2,27,TS,15.63
31-Dec-86,Bowl Canyon,63,12.6,2.5,20,TS,8.31
14-Jan-87,Bowl Canyon,78,15.6,3,19,TS,8.9
28-Jan-87,Bowl Canyon,95,19,3.7,19,TS,9.37
11-Feb-87,Bowl Canyon,94,18.8,4.1,22,TS,9.61
26-Feb-87,Bowl Canyon,,,,,NM,
04-Mar-87,Bowl Canyon,158,31.6,8.5,27,TS,12.28
11-Mar-87,Bowl Canyon,151.5,30.3,8.3,27,TS,13.43
25-Mar-87,Bowl Canyon,171.5,34.3,11.5,34,TS,14.5
30-Dec-86,Fluted Rock,,,,,NM,
15-Jan-87,Fluted Rock,34,6.8,1.6,24,BS,
29-Jan-87,Fluted Rock,34.5,6.9,2.05,30,BS,
12-Feb-87,Fluted Rock,29,5.8,1.9,33,BS,
26-Feb-87,Fluted Rock,,,,,NST,
11-Mar-87,Fluted Rock,32,6.4,2.1,33,BS,
25-Mar-87,Fluted Rock,27,5.4,1.45,27,BS,
30-Dec-86,Hidden Valley,,,,,NST,
15-Jan-87,Hidden Valley,47,9.4,2,21,TS,9.18
29-Jan-87,Hidden Valley,58.5,11.7,2.4,21,TS,9.39
11-Feb-87,Hidden Valley,56.5,11.3,2.5,22,TS,9.7
26-Feb-87,Hidden Valley,111,22.2,4.7,21,TS,11.05
11-Mar-87,Hidden Valley,81,16.2,5.8,36,TS,11.63
25-Mar-87,Hidden Valley,114.5,22.9,7.2,31,TS,12.87
30-Dec-86,Tsaile I,45,9,2.1,23,TS,
14-Jan-87,Tsaile I,64,12.8,2.5,20,TS,10.39
28-Jan-87,Tsaile I,74.5,14.9,4.6,31,TS,10.98
11-Feb-87,Tsaile I,61,12.2,3.4,28,TS,10.7
25-Feb-87,Tsaile I,107.5,21.5,5.1,24,TS,13.15
12-Mar-87,Tsaile I,77,15.4,5.2,34,TS,14
26-Mar-87,Tsaile I,97,19.4,6.3,32,TS,16.2
30-Dec-86,Tsaile III,54.5,10.9,2.4,22,TS,
14-Jan-87,Tsaile III,79.5,15.9,3,19,TS,
28-Jan-87,Tsaile III,92.5,18.5,4.7,25,TS,
11-Feb-87,Tsaile III,80,16,3.4,21,TS,
25-Feb-87,Tsaile III,146.5,29.3,6.6,23,TS,
12-Mar-87,Tsaile III,116,23.2,7.1,31,TS,
26-Mar-87,Tsaile III,146,29.2,8.8,30,TS,
02-Jan-87,Whiskey Creek,66,13.2,3.4,26,TS,8.45
14-Jan-87,Whiskey Creek,79,15.8,4,25,TS,8.98
28-Jan-87,Whiskey Creek,95.5,19.1,4.2,22,TS,9.2
11-Feb-87,Whiskey Creek,96.5,19.3,4.8,25,TS,9.78
26-Feb-87,Whiskey Creek,,,,,NST,
04-Mar-87,Whiskey Creek,151.5,30.3,8.7,29,TS,11.99
11-Mar-87,Whiskey Creek,142,28.4,8.5,30,TS,12.6
25-Mar-87,Whiskey Creek,171.5,34.3,9.3,27,TS,14.02
30-Dec-87,Arbab's Forest,62.5,12.5,2.8,22,TS,
15-Jan-88,Arbab's Forest,59,11.8,3.3,28,TS,
28-Jan-88,Arbab's Forest,91,18.2,5,27,TS,
10-Feb-88,Arbab's Forest,100,20,5.5,28,TS,
29-Feb-88,Arbab's Forest,46.5,9.3,2.8,30,TS,
14-Mar-88,Arbab's Forest,23,4.6,2,43,TS,
27-Mar-88,Arbab's Forest,0,0,0,0,NSM,
29-Dec-87,Beaver Spring,,,,,NST,
14-Jan-88,Beaver Spring,,,,,NST,
27-Jan-88,Beaver Spring,170,34,9.7,29,TS,
11-Feb-88,Beaver Spring,209,41.8,12.3,29,TS,
02-Mar-88,Beaver Spring,170,34,11.3,33,TS,
16-Mar-88,Beaver Spring,171.5,34.3,11.6,34,TS,
30-Mar-88,Beaver Spring,104,20.8,8.5,41,TS,
29-Dec-87,Bowl Canyon,98,19.6,5,26,TS,9.99
14-Jan-88,Bowl Canyon,119.5,23.9,6.4,27,TS,10.41
27-Jan-88,Bowl Canyon,153,30.6,8.2,27,TS,12.83
12-Feb-88,Bowl Canyon,195.5,39.1,10.8,28,TS,15.25
01-Mar-88,Bowl Canyon,162,32.4,10.7,33,TS,15.55
15-Mar-88,Bowl Canyon,154,30.8,10.5,34,TS,15.87
29-Mar-88,Bowl Canyon,97,19.4,7.8,40,TS,15.9
30-Dec-87,Fluted Rock,60,12,2.6,22,TS,
15-Jan-88,Fluted Rock,69.5,13.9,3.3,24,TS,
28-Jan-88,Fluted Rock,97.5,19.5,5,26,TS,11.23
10-Feb-88,Fluted Rock,126.5,25.3,6.3,25,TS,
29-Feb-88,Fluted Rock,78.5,15.7,5.3,34,TS,
14-Mar-88,Fluted Rock,56.5,11.3,4.2,37,BS,
27-Mar-88,Fluted Rock,0,0,0,0,NSM,
29-Dec-87,Hidden Valley,,,,,NST,
14-Jan-88,Hidden Valley,88,17.6,4.3,24,TS,8.62
27-Jan-88,Hidden Valley,120.5,24.1,6.6,27,TS,9.74
11-Feb-88,Hidden Valley,165,33,8.9,27,TS,11.53
02-Mar-88,Hidden Valley,122,24.4,7.9,32,TS,11.29
16-Mar-88,Hidden Valley,119,23.8,8.2,34,TS,11.3
30-Mar-88,Hidden Valley,67,13.4,5.6,42,TS,11.1
29-Dec-87,Sloping Meadows,,,,,NST,
14-Jan-88,Sloping Meadows,,,,,NST,
27-Jan-88,Sloping Meadows,125.5,25.1,7.7,31,TS,12
12-Feb-88,Sloping Meadows,130.5,26.1,8.7,33,TS,18.29
02-Mar-88,Sloping Meadows,73,14.6,6.2,42,TS,13.49
16-Mar-88,Sloping Meadows,53,10.6,4.2,40,TS,16.05
30-Mar-88,Sloping Meadows,0,0,0,0,NSM,
29-Dec-87,Tsaile I,70.5,14.1,3.7,26,TS,9.85
13-Jan-88,Tsaile I,105,21,5.5,26,TS,11.3
28-Jan-88,Tsaile I,139,27.8,7.8,28,TS,
10-Feb-88,Tsaile I,184.5,36.9,10.3,28,TS,15.46
01-Mar-88,Tsaile I,120.5,24.1,8.4,35,TS,15.7
15-Mar-88,Tsaile I,120,24,9.3,39,TS,16.5
29-Mar-88,Tsaile I,61,12.2,5.1,42,TS,16.8
30-Dec-87,Tsaile III,87,17.4,4.3,25,TS,9.37
13-Jan-88,Tsaile III,133,26.6,6.7,25,TS,
28-Jan-88,Tsaile III,176.5,35.3,10.3,29,TS,
10-Feb-88,Tsaile III,223,44.6,12.6,28,TS,
01-Mar-88,Tsaile III,164,32.8,11,34,TS,14.9
15-Mar-88,Tsaile III,158,31.6,12.3,39,TS,
25-Mar-88,Tsaile III,96.5,19.3,8.7,45,TS,
22-Dec-87,Whiskey Creek,69.5,13.9,3.8,28,TS,7.6
29-Dec-87,Whiskey Creek,88.5,17.7,5,28,TS,10.44
05-Jan-88,Whiskey Creek,88,17.6,4.5,26,TS,
12-Jan-88,Whiskey Creek,119.5,23.9,6.1,26,TS,
21-Jan-88,Whiskey Creek,174,34.8,8.8,25,TS,12.9
26-Jan-88,Whiskey Creek,158.5,31.7,8.5,27,TS,10.6
04-Feb-88,Whiskey Creek,223.5,44.7,11.2,25,TS,12.72
09-Feb-88,Whiskey Creek,200.5,40.1,11.2,28,TS,12.69
16-Feb-88,Whiskey Creek,183.5,36.7,10.8,29,TS,12.7
23-Feb-88,Whiskey Creek,179,35.8,11,31,TS,12.7
01-Mar-88,Whiskey Creek,153.5,30.7,10.1,33,TS,12.7
08-Mar-88,Whiskey Creek,149.5,29.9,10.3,34,TS,13.1
15-Mar-88,Whiskey Creek,165.5,33.1,11.6,35,TS,13.5
22-Mar-88,Whiskey Creek,139,27.8,9.7,35,TS,13.5
29-Mar-88,Whiskey Creek,114,22.8,9.1,40,TS,13.6
05-Apr-88,Whiskey Creek,80,16,6.8,43,TS,13.75
29-Dec-88,Arbab's Forest,39.5,7.9,0.34,4,BS,12.89
12-Jan-89,Arbab's Forest,52.7,10.5,2.8,27,BS,
31-Jan-89,Arbab's Forest,58,11.6,2.3,20,BS,
15-Feb-89,Arbab's Forest,63.5,12.7,3.8,30,TS,
01-Mar-89,Arbab's Forest,15.5,3.1,1,32,BS,
15-Mar-89,Arbab's Forest,0,0,0,0,NSM,8.81
29-Mar-89,Arbab's Forest,0,0,0,0,NSM,10.83
28-Dec-88,Beaver Spring,131,26.2,6.3,24,TS,
11-Jan-89,Beaver Spring,150,30,8.1,27,TS,9.7
30-Jan-89,Beaver Spring,156.5,31.3,9.5,30,TS,
14-Feb-89,Beaver Spring,190.5,38.1,10.8,28,TS,
28-Feb-89,Beaver Spring,158,31.6,10.7,34,TS,
14-Mar-89,Beaver Spring,124,24.8,9.6,39,TS,
31-Mar-89,Beaver Spring,39,7.8,4,51,TS,13.8
28-Dec-88,Bowl Canyon,101,20.2,4.2,21,TS,
11-Jan-89,Bowl Canyon,129.5,25.9,5.4,21,TS,
01-Feb-89,Bowl Canyon,144,28.8,7.1,25,TS,
16-Feb-89,Bowl Canyon,156,31.2,7.7,25,TS,6.9
27-Feb-89,Bowl Canyon,128,25.6,7.1,28,TS,
14-Mar-89,Bowl Canyon,93.5,18.7,6.2,33,TS,15.2
29-Mar-89,Bowl Canyon,11,2.2,0.7,32,BS,
29-Dec-88,Fluted Rock,49,9.8,0.42,4,BS,
12-Jan-89,Fluted Rock,63,12.6,2.4,19,TS,
31-Jan-89,Fluted Rock,71.5,14.3,4.3,30,TS,
15-Feb-89,Fluted Rock,82,16.4,4.4,27,TS,
01-Mar-89,Fluted Rock,57,11.4,3.6,32,BS,9
15-Mar-89,Fluted Rock,0,0,0,0,NSM,9.13
29-Mar-89,Fluted Rock,0,0,0,0,NSM,14.29
28-Dec-88,Hidden Valley,92,18.4,4.2,23,TS,
11-Jan-89,Hidden Valley,115,23,5.4,23,TS,
30-Jan-89,Hidden Valley,130,26,6.8,26,TS,
14-Feb-89,Hidden Valley,145,29,8.3,29,TS,
28-Feb-89,Hidden Valley,125,25,7.9,32,TS,
14-Mar-89,Hidden Valley,82,16.4,5.9,36,TS,10.6
30-Mar-89,Hidden Valley,0,0,0,0,NSM,
28-Dec-88,Sloping Meadows,59,11.8,3.1,26,TS,
11-Jan-89,Sloping Meadows,79.5,15.9,3.7,23,TS,7.4
30-Jan-89,Sloping Meadows,112.5,22.5,5,22,TS,
16-Feb-89,Sloping Meadows,99,19.8,6.3,32,TS,9
27-Feb-89,Sloping Meadows,72.5,14.5,4.5,31,TS,
29-Mar-89,Sloping Meadows,,,,,NM,12.67
29-Mar-89,Sloping Meadows,0,0,0,0,NSM,
29-Dec-88,Tsaile I,92.5,18.5,4.6,25,TS,
12-Jan-89,Tsaile I,121,24.2,5.8,24,TS,
31-Jan-89,Tsaile I,121,24.2,6.1,25,TS,9.83
15-Feb-89,Tsaile I,147.5,29.5,8.2,28,TS,
28-Feb-89,Tsaile I,107.5,21.5,6.6,31,TS,
13-Mar-89,Tsaile I,54.5,10.9,4.5,41,TS,
30-Mar-89,Tsaile I,0,0,0,0,NSM,
29-Dec-88,Tsaile III,130.5,26.1,5.6,21,TS,6.63
12-Jan-88,Tsaile III,144,28.8,7.2,25,TS,12.87
31-Jan-89,Tsaile III,132.5,26.5,7.9,30,TS,8
15-Feb-89,Tsaile III,163,32.6,9.6,29,TS,
28-Feb-89,Tsaile III,135,27,8.9,33,TS,
13-Mar-89,Tsaile III,97,19.4,7.5,39,TS,
30-Mar-89,Tsaile III,0,0,0,0,NSM,
28-Dec-88,Whiskey Creek,106,21.2,5,24,TS,7.9
10-Jan-89,Whiskey Creek,125,25,6.8,27,TS,
17-Jan-89,Whiskey Creek,120.5,24.1,6.8,28,TS,
01-Feb-89,Whiskey Creek,137,27.4,7.7,28,TS,
14-Feb-89,Whiskey Creek,174.5,34.9,11.4,33,TS,6
21-Feb-89,Whiskey Creek,180,36,12,33,TS,
28-Feb-89,Whiskey Creek,153,30.6,10.2,33,TS,
07-Mar-89,Whiskey Creek,167.5,33.5,11.2,33,TS,9.99
13-Mar-89,Whiskey Creek,132,26.4,10.7,41,TS,
30-Mar-89,Whiskey Creek,52.5,10.5,4.7,45,TS,8.99
27-Dec-89,Arbab's Forest,0,0,0,0,NSM,
17-Jan-90,Arbab's Forest,0,0,0,0,NSM,
01-Feb-90,Arbab's Forest,41.5,8.3,0.5,6,TS,
15-Feb-90,Arbab's Forest,60,12,2.3,19,TS,
28-Feb-90,Arbab's Forest,35.5,7.1,2.3,32,BS,
15-Mar-90,Arbab's Forest,41,8.2,1.5,18,TS,
29-Mar-90,Arbab's Forest,0,0,0,0,NSM,
28-Dec-89,Beaver Spring,0,0,0,0,NSM,
16-Jan-90,Beaver Spring,21.5,4.3,0.6,14,BS,
31-Jan-90,Beaver Spring,32.5,6.5,1.1,17,BS,5.29
15-Feb-90,Beaver Spring,,,,,NST,
28-Feb-90,Beaver Spring,59.5,11.9,2.8,24,TS,7.64
15-Mar-90,Beaver Spring,133,26.6,6.3,24,TS,
29-Mar-90,Beaver Spring,,,,,NST,
28-Dec-89,Bowl Canyon,0,0,0,0,NSM,
16-Jan-90,Bowl Canyon,40,8,1.1,14,BS,
31-Jan-90,Bowl Canyon,52,10.4,2,19,TS,
14-Feb-90,Bowl Canyon,69.5,13.9,2.7,19,TS,
27-Feb-90,Bowl Canyon,84.5,16.9,4.3,25,TS,5.8
14-Mar-90,Bowl Canyon,134,26.8,8.4,31,TS,
30-Mar-90,Bowl Canyon,53,10.6,3.4,32,TS,
28-Dec-89,Fluted Rock,0,0,0,0,NSM,
17-Jan-90,Fluted Rock,0,0,0,0,NSM,
01-Feb-90,Fluted Rock,40.5,8.1,1.5,19,TS,
15-Feb-90,Fluted Rock,67,13.4,3,22,TS,
28-Feb-90,Fluted Rock,46,9.2,2.7,29,TS,
15-Mar-90,Fluted Rock,69,13.8,3.7,27,TS,
29-Mar-90,Fluted Rock,0,0,0,0,NSM,
28-Dec-89,Hidden Valley,0,0,0,0,NSM,
16-Jan-90,Hidden Valley,12.5,2.5,0.4,16,BS,
31-Jan-90,Hidden Valley,22.5,4.5,0.8,18,BS,6.5
16-Feb-90,Hidden Valley,52.5,10.5,2.3,22,TS,7.1
28-Feb-90,Hidden Valley,56.5,11.3,3.3,29,TS,7.73
15-Mar-90,Hidden Valley,100.5,20.1,5.6,28,TS,
29-Mar-90,Hidden Valley,18.5,3.7,1.2,32,BS,
28-Dec-89,Sloping Meadows,0,0,0,0,NSM,
16-Jan-90,Sloping Meadows,0,0,0,0,NSM,
31-Jan-90,Sloping Meadows,20.5,4.1,0.8,20,BS,4.9
15-Feb-90,Sloping Meadows,,,,,NST,
28-Feb-90,Sloping Meadows,,,,,NST,
15-Mar-90,Sloping Meadows,,,,,NST,
03-Apr-90,Sloping Meadows,,,,,NST,
28-Dec-89,Tsaile I,0,0,0,0,NSM,
16-Jan-90,Tsaile I,5,1,0.1,10,BS,
31-Jan-90,Tsaile I,16.5,3.3,0.5,15,BS,5.39
15-Feb-90,Tsaile I,,,,,NST,
28-Feb-90,Tsaile I,32.5,6.5,1.8,28,BS,7.34
15-Mar-90,Tsaile I,75,15,3.3,22,TS,
28-Mar-90,Tsaile I,0,0,0,0,NSM,
28-Dec-89,Tsaile III,2.5,0.5,0,0,NSM,
16-Jan-90,Tsaile III,19,3.8,0.5,13,BS,
31-Jan-90,Tsaile III,38.5,7.7,1.4,18,BS,
15-Feb-90,Tsaile III,,,,,NST,
28-Feb-90,Tsaile III,77,15.4,4.4,29,TS,
15-Mar-90,Tsaile III,143,28.6,7.3,26,TS,
29-Mar-90,Tsaile III,,,,,NST,
28-Dec-89,Whiskey Creek,5,1,0.2,20,BS,
16-Jan-90,Whiskey Creek,29.5,5.9,1,17,BS,
31-Jan-90,Whiskey Creek,42,8.4,1.6,19,BS,5
15-Feb-90,Whiskey Creek,82,16.4,2.9,18,TS,5.62
27-Feb-90,Whiskey Creek,79.5,15.9,4.1,26,TS,6.11
14-Mar-90,Whiskey Creek,128,25.6,6.4,25,TS,
28-Mar-90,Whiskey Creek,53,10.6,3.7,35,BS,
,Wind Rock Valley,,,,,NST,
,Wind Rock Valley,,,,,NST,
,Wind Rock Valley,,,,,NST,
21-Feb-90,Wind Rock Valley,75,15,2.5,17,TS,4.85
,Wind Rock Valley,,,,,NST,
,Wind Rock Valley,,,,,NST,
,Wind Rock Valley,,,,,NST,
02-Jan-91,Arbab's Forest,64,12.8,2.6,20,TS,
14-Jan-91,Arbab's Forest,50.5,10.1,3.2,32,TS,
31-Jan-91,Arbab's Forest,73,14.6,4,27,TS,
13-Feb-91,Arbab's Forest,52,10.4,3.2,31,TS,
28-Feb-91,Arbab's Forest,19,3.8,1.6,42,BS,
14-Mar-91,Arbab's Forest,15,3,1.2,40,BS,
29-Mar-91,Arbab's Forest,34,6.8,2,29,TS,
27-Dec-90,Beaver Spring,108,21.6,5.4,25,TS,9.52
16-Jan-91,Beaver Spring,21.5,4.3,0.6,14,BS,
31-Jan-91,Beaver Spring,164,32.8,9.9,30,TS,13
14-Feb-91,Beaver Spring,156.5,31.3,10.1,32,TS,13.5
28-Feb-91,Beaver Spring,154,30.8,10,32,TS,14.4
14-Mar-91,Beaver Spring,178.5,35.7,12.1,34,TS,
28-Mar-91,Beaver Spring,223,44.6,14.9,33,TS,18.78
02-Jan-91,Bowl Canyon,136.5,27.3,7.2,26,TS,9.7
14-Jan-91,Bowl Canyon,156,31.2,7.9,25,TS,11.5
31-Jan-91,Bowl Canyon,165,33,9.2,28,TS,12
14-Feb-91,Bowl Canyon,164,32.8,10,30,TS,12.25
28-Feb-91,Bowl Canyon,162.5,32.5,9.6,30,TS,12.7
14-Mar-91,Bowl Canyon,195,39,10.9,28,TS,
28-Mar-91,Bowl Canyon,234.5,46.9,13,28,TS,16.6
02-Jan-91,Fluted Rock,82,16.4,3.9,24,TS,
07-Jan-91,Fluted Rock,77,15.4,4,26,TS,
14-Jan-91,Fluted Rock,75,15,4,27,TS,
31-Jan-91,Fluted Rock,88,17.6,5.2,30,TS,
01-Feb-91,Fluted Rock,40.5,8.1,1.5,19,BS,
13-Feb-91,Fluted Rock,78,15.6,5,32,TS,
28-Feb-91,Fluted Rock,62,12.4,5,40,TS,
14-Mar-91,Fluted Rock,60,12,4.6,38,TS,
29-Mar-91,Fluted Rock,52,10.4,3,29,TS,
27-Dec-90,Hidden Valley,90.5,18.1,2.3,13,TS,7.69
14-Jan-91,Hidden Valley,138,27.6,8.1,29,TS,10.41
30-Jan-91,Hidden Valley,151,30.2,9,30,TS,10.69
13-Feb-91,Hidden Valley,148,29.6,9.4,32,TS,11
27-Feb-91,Hidden Valley,141,28.2,8.5,30,TS,11.1
13-Mar-91,Hidden Valley,166.5,33.3,10.3,31,TS,12.75
27-Mar-91,Hidden Valley,184,36.8,11.7,32,TS,13.5
02-Jan-91,Missionary Spring,65.5,13.1,3.4,26,TS,8.5
14-Jan-91,Missionary Spring,61.5,12.3,4.4,36,TS,9.65
31-Jan-91,Missionary Spring,74.5,14.9,4.1,28,TS,10.35
14-Feb-91,Missionary Spring,62,12.4,4,32,TS,10.75
28-Feb-91,Missionary Spring,40.5,8.1,3.4,42,BS,10.7
14-Mar-91,Missionary Spring,36,7.2,2.6,36,BS,
29-Mar-91,Missionary Spring,18.5,3.7,1.1,30,BS,13.6
